安心	"                    ,因工作原因房子急转租，距离地铁站400米，一室一厅 电梯高楼层，房内光线好，卫生已搞好。不用进小巷 裕安居旁，出入方便 旁边有大型购物中心，健身 瑜伽 游泳等设备～（个人房子急转，中介勿扰 谢谢）,                  "	2020/2/3 15:03	"
    【个人转租】一室一厅大阳台落地飘窗，光线十足，...
"	https://www.douban.com/group/topic/164312097/	https://www.douban.com/group/topic/164312097/
房天下	"                    ,河东公交车站旁附近性价比超高的一房一厅，近零地铁1号线1公里，公交可直达南山，24小时专人管理，有喜欢的欢迎来撩哦17674925717,                  "	2020/3/15 21:56	"
    性价比超高1800
"	https://www.douban.com/group/topic/167858718/	https://www.douban.com/group/topic/167858718/
Strawberry_LATT	"                    ,转租…2020.07.17到期，到时候可以跟房东续租…,位置：深大地铁口，科苑西住宅小区…,房间：大单间，2人间，上下床，出下床，,设施：冰箱、洗衣机、电热水器都有，可做饭，小阳台，衣柜，桌椅，送一张小方桌，衣架，楼上可晒被子…,舍友：正经职业，限女生，,价格：4月份入住送半月免费住。房租1300，网络+管理费100（管理费修啥都不用另外收钱），水电2个月算一次，一般都是200/2月,可以把热水壶，炖盅，吹风机留给你,步行带科技园5分钟，步行到大冲5分钟，地理位置优越，价格便宜，存储空间大，,vx:357468678,                  "	2020/3/13 12:28	"
    深大大冲地铁站转租 10分钟步行至科兴科学院大冲高...
"	https://www.douban.com/group/topic/167573196/	https://www.douban.com/group/topic/167573196/
弗洛贰德	"                    ,可拎包入住，家电齐全，南北通透，朝阳,交通：楼下9号地铁线南山书城站，离11号线南山站步行15分钟即到，公交有海雅百货公交站，文心公园公交站，交通便利,小区房，小区名称青春家园，有电梯，总户型为三室一厅一厨一卫，大阳台，民水，民电,位置处于中心区地段，毗邻海牙缤纷广场，茂业天地，海岸城，来福士广场，离软件园产业基地，科技园，蛇口，南油，深大，万象天地都很近，生活工作超级便利,本人因工作调动，现将次卧转租，与房东重新签订租房合同,有意者微信联系：185463762，可看房。三月房租我已交，可免费住3月剩下的这些天,                  "	2020/3/14 12:13	"
    海岸城附近青春家园次卧招租
"	https://www.douban.com/group/topic/167684165/	https://www.douban.com/group/topic/167684165/
宋芝士	"                    ,因为闺蜜工作变动，所以要换房子，她的房子带大阳台，采光好通风，价格2930一个月，可以和房东重签合同小区在1号线大新地铁C出口附近，距离地铁5分钟左右，1号线上班很方便，10分钟到深大、高新园，25分钟到车公庙、会展中心房子三户两卫有公共阳台，房间带大阳台，风景好，16平米那样，有张1.5米床，衣柜桌子都是齐全的,                  "	2020/3/13 17:25	"
    大新地铁站，阳光棕榈园小区阳台房卧室转租2930元/月
"	https://www.douban.com/group/topic/167606454/	https://www.douban.com/group/topic/167606454/
星宇	"                    ,小区在深大边上，环境好，楼下公交桂庙新村站，地铁走路十分钟，周边餐饮百货齐全，屋内家电齐全拎包入住，无中介直租，押二付一，欢迎联系。,电话186~8898~7788,微信hdw4566,主卧2300,主卧2300,窗外腾讯大楼,                  "	2020/3/15 10:38	"
    深大西门【荟芳园】主卧2300与小次卧1800转租
"	https://www.douban.com/group/topic/167786023/	https://www.douban.com/group/topic/167786023/
喵酱	"                    ,雅涛花园A2栋二单元次卧转租，2030元/月！ 因工作调动不在深圳啦，房子只好转租出去了。房间电器基本都有，我的这个房间采光很好，窗边可以垫个毯子，靠着看剧看书超棒！离坪洲站很近，走过去也就5分钟不到，地铁25分钟直达深大、高新园，附近的公交站点有海滨新村、渔业社区等等，超多公交可以坐。,                  "	2020/3/13 18:09	"
    1号线，近坪洲站、雅涛花园小区次卧转租，2030元/月！
"	https://www.douban.com/group/topic/167611380/	https://www.douban.com/group/topic/167611380/
in	"                    ,英达钰龙园/近深大科技园/两室一厅招合租房子去年新装修的，很新保养的很好，朝东南向，通风采光很好。房子离深大只有2站路，到科技园也就20分钟，到软件园也是20多分钟，地铁还在修，但楼下就有2个公交站，交通很方便。招一爱干净的女生室友合租，俩个卧室，主卧3400，次卧2600任选。有意向可以加我微信，备注租房。,主卧,次卧,                  "	2020/3/8 12:45	"
    南山英达钰龙园/近深大科技园/两室一厅招一女性室...
"	https://www.douban.com/group/topic/167031605/	https://www.douban.com/group/topic/167031605/
尴尬的女少年	"                    ,想找一个空间大一点，格局合理的一房一厅，要求是小区房，采光好，周边环境便利。预算4000-5000,话不多说，请各位有缘人开始表演～,                  "	2020/3/11 15:44	"
    求租/小区房/一房一厅/南山区
"	https://www.douban.com/group/topic/167366439/	https://www.douban.com/group/topic/167366439/
风之旅途	"                    , ,个人求租,一房一厅,，预算,3500,内，位置 地铁附近,几百米,（步行10分钟内），希望能,采光通风好,有,独立厨房,（不要开放式），卫生间，,面积大,，客厅要能放下一张床的位置。,综合条件好可以考虑空房,。,电梯房或者无电梯低层,南山、桃园、大新、深大、高新园、白石洲地铁等等，要求,步行10分钟内到地铁,，最好几百米的样子。,整租,，不方便合租,                  "	2020/3/11 13:50	"
    【求租】 求租一房一厅，南山、桃园、深大、大新地
"	https://www.douban.com/group/topic/167352806/	https://www.douban.com/group/topic/167352806/
再看一眼	"                    ,本栋公寓在1号线，坪.洲.地铁口100米处，交通非常便利。算周边比较高档的公寓了。装修材料用的好的，墙都有东西格挡。我们我大量的一房一厅和两房一厅，少量的单间。一房一厅：3480～3680。两房一厅4680～4980。单间2680。,两房,一房一厅,单间,我的手机号15919746059（微信同号）,                  "	2020/3/15 11:04	"
    租房……无忧～地铁口100米4680     优质家私家电 ...
"	https://www.douban.com/group/topic/167789297/	https://www.douban.com/group/topic/167789297/
豆友211634811	"                    ,二层朝南主卧,主卧独立使用的花园,二层朝东卧室,二层朝南卧室,一层朝南一房一厅的卧室,一层朝南卧室,餐厅,厨房(只拍了三分之一),洗手间,小区,（说明：本人不擅长写帖，也不擅长拍图片，以上的图片都是我之前的客人拍了发给我的。有需要想了解更多情况的，喊我。）,【小区】南粤山庄,这是一个两层的复式房，六室三厅一厨两卫，每间卧室光线充足。卧室与卧室之间的独立性很好。每间卧室配有：沙发、茶几、1.5米的床＋床垫、床头柜、衣柜、桌子、空调等。一 层有两间卧室、客厅、餐厅、厨房、洗手间、超大阳台。每间卧室都朝南，每间有四十多平米。二层有四间卧室（三间朝南、一间朝东）、客厅、洗手间。朝南大主卧有一个主卧独立使用的花园。共用区域就一个字：大。空间很宽敞，没有任何的压抑和局促。厨房很大只拍了三分之一。洗手间也很大没拍全。家电家私齐全。小区环境很好，安静，安全。没有电梯。窗外看去就是荔枝林。租金：主卧3000、2200。,【交通：地铁?公交】到南油西地铁站2分钟，城市山林东公交站3分钟、东滨路中站3分钟、城市山林西站5分钟、人人乐4分钟、沃尔玛有两个站、信和广场有两个站，可达深圳的各个地方。【周边】周边配套完善银行、购物、饮食、运动等，人人乐、沃尔玛、来福士、服装批发城、运动（南山运动场）、爬山（大南山）等等。【要求】：1、爱干净、讲卫生、讲理有修养，男女不限；2、有正当职业，作息规律的；3、无不良嗜好。【费用】水2块多一吨，电0.66元一度，物业1块左右，网络月十几元。因为我没仔细算过所以比如水等无法精确到角分。联系微信：18899858118,                  "	2020/2/21 12:08	"
    南山，地铁南油西站旁正规小区房，一手房东出租，...
"	https://www.douban.com/group/topic/165552931/	https://www.douban.com/group/topic/165552931/
Envy丶	"                    ,本人在科兴，女票车公庙，需要上班都近一些的房子换租，西丽珠光茶光桃源村都可以~~,要求：,1、正规小区房，不要公寓,2、能养猫,3、采光要好或者窗要大,4、一房一厅那种不要开间,—————————————,不合租不合租,不要公寓不要公寓,不用精装修，有简单的家私家电就行,可以直接豆油我~,                  "	2020/3/15 10:30	"
    求租~~  预算4-5k
"	https://www.douban.com/group/topic/167785191/	https://www.douban.com/group/topic/167785191/
丑丑的-	"                    ,希望环境干净整洁 在南山区内 采光好 环境安静  的一房一厅 求房源,                  "	2020/3/11 11:55	"
    整租 求房源
"	https://www.douban.com/group/topic/167340302/	https://www.douban.com/group/topic/167340302/
哈比鸡	"                    ,拎包入住，豪华装修，南北通透，管家直租，喜欢的可以直接加微信发视频17688708686，单间2000起，一房一厅2480起,                  "	2020/3/12 16:24	"
    整租：坪洲西乡双地铁口，楼下有篮球场，咖啡厅
"	https://www.douban.com/group/topic/167481715/	https://www.douban.com/group/topic/167481715/
If Sunny	"                    ,-------2020年3月13日更新----------,4月中旬入住(具体时间可协商,位于桃园/大新地铁中间——亲测8分钟步行可达,一室一厅独厨独卫，超长飘窗！采光超级好！,基本可以拎包入住啦！！！我买的东西可以说是相当的齐全啦~~~  非常适合情侣入住!闺蜜也非常可以~~~~~~~~~画粗线！！！~~~~~~~~ 房子在9楼，木有电梯！9楼无电梯！9楼无电梯！ 除了楼层高点，其他什么都挺好的！！！！！！ 确定可以接受每天爬9楼锻炼╭(╯ε╰)╮身体的小盆友请麻溜的拿起手机豆我，微我，尽情骚扰我~~~~~~ 坐标：万花筒概念购物街 公交站：桃园南新路口，荔香中学，南贸市场 地铁：1号线——桃园站，下一站就是深大 常兴天虹和家乐福都差不多是5分钟的步行， 欢乐颂和南山文体中心步行过去20分钟已经算慢了！！！ 真的不能再方便了有木有！！！  上图，看完有兴趣的可以直接微信加了发视频看实景，有时间也可以直接联系下班或者周末过来看房~,对了，房租: 2700+水电网(200上下),微信：  ifi52025,沙发床展开的样子,沙发床平时立起来时,                  "	2017/5/4 21:40	"
    【南山】1号线桃园大新双地铁(8分钟)一室一厅
"	https://www.douban.com/group/topic/102159641/	https://www.douban.com/group/topic/102159641/
屹涵	"                    ,因为我其中一个室友搬走了,所以我考虑想把这个房子整套转租出去，本人从中没有赚差价可以给你们看合同，也没有中介费，同类型附近的房子很多都是6800以上这个房子愉康大厦在11号线南山地铁站和1号线桃园地铁站中间，走远一点还能到9号线深大南站，这个房子地段是非常好的，这个房子6月26日到期，到期你可以跟房租谈续租，如果你想长租不想短租我可以帮你问问房主，如果有兴趣的可以在下面给我留言哈~这个房子比较大尤其是客厅总共有80平米，楼下有保安驻扎安全，这边去科技园上班是很省时间的，家具洗衣机冰箱空调电视都有对了这里还有半年100M的长城宽带本人免费赠送,                  "	2020/3/15 14:38	"
    南山地铁站和桃园地铁站中间高层两室一厅转租
"	https://www.douban.com/group/topic/167812115/	https://www.douban.com/group/topic/167812115/
阿木木??	"                    ,在后海上班 求南山一房一厅空房 希望干净一些 好停车 预算3500以内,                  "	2020/3/14 20:42	"
    求南山一房一厅空房
"	https://www.douban.com/group/topic/167736632/	https://www.douban.com/group/topic/167736632/
 	"                    ,最近一周入住，找个普普通通，价格便宜点的就行。最好是景田，上下沙，沙尾，南山村这些地方。,                  "	2020/3/13 17:23	"
    求租单间/合租都行
"	https://www.douban.com/group/topic/167606296/	https://www.douban.com/group/topic/167606296/
豆友212611869	"                    ,地铁一号线大新桃园站附近，周边配套设施完善，城中村小区房的一房两房三房的资源都有，有空房或者拎包入住，可做公司宿舍，有意向的可以联系电话15728534155。或者微信15109701274（备注免中介费）,                  "	2020/3/2 17:15	"
    一号线大新桃园地铁低价房源业主直租免中介费（中...
"	https://www.douban.com/group/topic/166437845/	https://www.douban.com/group/topic/166437845/
康先森	"                    ,要求 一室一厅  精装修  最重要的一点是卫生间 要那种很干净的 ，非常干净的，有洁癖，完全不考虑城中村 中介勿扰，不会出中介费 ，1 2 9号线都可以  1号线 白石洲到会展中心  2号线科苑到福田 9号线下梅林到南油 ，可以是空房，自己有家具,                  "	2020/3/12 16:25	"
    4500以内求租一室一厅精装房
"	https://www.douban.com/group/topic/167481822/	https://www.douban.com/group/topic/167481822/
Amanda??	"                    ,【关于房子】两室一厅，小区房！地铁口200米不到！我自己下周去住！,房价平摊，2550?，没有任何管理费物业费网费！！！水电也很便宜！,因为没有中间商赚差价，所以这个价格已经是我奔波了两周之后，在整个宝安区和南山区能看到的最好的房子了！,【关于我】95年女生，养猫（超可爱！！），正当工作，兴趣超广，可盐可甜！做饭好吃！单身！在深大工作！有兴趣者可?v 373475052,                  "	2020/3/14 21:15	"
    【找室友】5号线妈湾地铁站超棒房子！
"	https://www.douban.com/group/topic/167740790/	https://www.douban.com/group/topic/167740790/
Amanda??	"                    ,【关于房子】两室一厅，妈湾地铁站小区房！（前海湾地铁站下面）地铁口200米不到！我自己下周去住！,房价平摊，2550?，没有任何管理费物业费网费！！！水电也很便宜！,因为没有中间商赚差价，所以这个价格已经是奔波了两周之后，在整个宝安区和南山区能看到的最好的房子了！,【关于我】95年女生，养猫（超可爱！！），正当工作，兴趣超广，可盐可甜！做饭好吃！在深大工作！有兴趣者可?v 373475052,                  "	2020/3/14 22:29	"
    5号线妈湾站地铁口超棒精装房！
"	https://www.douban.com/group/topic/167750754/	https://www.douban.com/group/topic/167750754/
小熊软糖	"                    ,价格：2350元位置：前海花园三期44栋，大新地铁站C出口，距离高新园、深大2-3个地铁站 面积：10平米，带超大阳台，可以晾衣服被子，光线好通风房子情况：房子配齐冰箱，微波炉，洗衣机，可以做饭周边环境：附近有人人乐、天虹超市购物方便；去文体中心和南山图书馆也很方便 室友情况：室友两位男生，爱干净，在科技园上班的社畜 想租的call我~,                  "	2020/3/12 11:16	"
    近深大、高新园，大新地铁站，前海花园小区卧室转租
"	https://www.douban.com/group/topic/167446110/	https://www.douban.com/group/topic/167446110/
南墙	"                    ,两房两厅，主卧个人转租，房租3500/月，最早可于4月1日开始入住。,【位置】,1、学府路愉康花园，楼梯房5楼（共7楼），楼层不高，上楼不喘气。,2、在地铁站11号线【南山站】、1号线【桃园站】中间，均约500米。,公交站【南航公司】步行约200米，【桂庙新村】步行约300米，【四方村】步行约300米，【市六医院东】步行大约400米。,3、小区对面就是人人乐超市，钱大妈，小食店药店应有尽有，生活便利。,4、毗邻【深圳大学】【荔香公园】，平常可以去休闲运动。实测跑步的话，荔香公园一圈大约1.3km，深大外围一圈大约5.5km。,5、科技园、腾讯上班便利。门口有腾讯班车点，公交去往【腾讯大厦】2-3个站，步行前往【腾讯滨海大厦】大约1km。,【房间情况】,1、套房拥有两个卧室（主卧很大，自带大床、书桌、大衣柜，PS：转租此间），一个客厅（有大沙发，电视机，但我们平时活动比较少，你可以随意使用），一个饭厅，一个厨房（设备齐全，可经常做饭），一个卫生间，带一个走廊（采光通风极好），以及一个阳台。,2、主卧补充说明：约20平、1米5双人大床、带三个大衣柜、两个书柜（超多储物空间！！！）。有书桌，可以房间安静学习办公。房间木地板，窗户朝南（采光非常好）。,3、小区比较安静，尤其房间内，睡眠质量有保障。,【室友情况】,室友是个妹子，科技园工作，朝10晚10，性格比较随性好相处不墨迹。,希望转租对象是：,1、如果是情侣一起住需要是固定伴侣，有正经工作。,2、性格好相处，讲卫生即可（室友妹子表示可接受一个月两次的家政阿姨）。,【费用说明】,1、主卧出租3500/月（注意：本来房东说好今年开始要涨租为3800，但房东很好商量至今未涨，所以后续,有可能,会涨，即为租金3800/月）,特别说明：此房房东直租无中介费无管理费或其他杂费，房东政府工作，人很好从没来过。,2、水电网费、物业管理费用等按实际使用情况平摊，民水民电，合计月均300左右，我们自己充值自己使用房东不介入。,3、入住需押二付一。,【PS】,* 由于好朋友来深希望一起合租，所以只能忍痛转租房间。,* 房子是室友承租的（已经第三年），本人与室友的租约到今年9月19日，转租需要先签约到9月（到期可搬走），到期再按年续约（室友表示住得很舒服很喜欢这里，所以很大概率还是会续租的，如果大家相处无问题那完全可以谈）。,地理位置,主卧,主卧,厨房,卫生间,小区游泳池,                  "	2020/3/16 0:57	"
    两房合租招室友-个人转租大主卧 南山桃园双地铁 愉...
"	https://www.douban.com/group/topic/167875859/	https://www.douban.com/group/topic/167875859/
小嘛疯	"                    ,转租一房一厅，在前海路鼎太风华对面 09年的新小区，楼下就是南航公司的班车 全齐出租 看前海自贸区景观 安静的一房一厅。1375o26357o 转租，空姐空少小区，楼下有班车 阳光花地苑正规一房一厅 找爱干净爱惜房子的住户,                  "	2020/3/11 9:45	"
    转租 南山 前海 阳光科创附近小区 带阳台 急
"	https://www.douban.com/group/topic/167324202/	https://www.douban.com/group/topic/167324202/
晓晓晓晓敏啊	"                    ,小区位于南山区前海月亮湾花园4栋，5号线荔湾站。近海上世界，赤湾，水湾，花园城，登良，后海等；附近有2号线蛇口港地铁站或海上世界地铁站； 另有直达公交到深大，科技园，软件园产业基地，后海等，通勤时间在40分钟左右；目前室友住着一个小哥哥一个小姐姐，都是在科技园上班的白领，素质都比较高，大家比较注重个人空间，平时也不会互扰。个人诚心转租，有意向的可以call我~,                  "	2020/3/12 16:22	"
    【5号线】荔湾地铁站，月亮湾花园小区卧室转租
"	https://www.douban.com/group/topic/167481424/	https://www.douban.com/group/topic/167481424/
lucky_dany	"                    ,求租南山大新至福田景田区间的一室一厅或者大开间，5000以下，采光通风好，交通便利，可做饭,                  "	2020/3/9 22:03	"
    求租
"	https://www.douban.com/group/topic/167193223/	https://www.douban.com/group/topic/167193223/
精灵	"                    ,租房类型：一个人住的一房一厅或者合租房，合租的话，不能有情侣；,地点：深大附近的小区房，靠近西丽那边的小区房也可以，但是需距离深大6公里以内,租金：2000元以内,                  "	2020/3/12 20:18	"
    【求租】一房一厅或合租，深大附近，租金2000以内
"	https://www.douban.com/group/topic/167507588/	https://www.douban.com/group/topic/167507588/
Tony Zou	"                    ,  ,1.房屋要求：小区与城中村不限，标准一房一厅（没有隔间），有阳台与阳光可以晒大件，房间必须安静！（这是考虑搬迁的第一因素），高层最好。,2.交通要求：最好在地铁线周边，到科技园花费时间半小时左右,3.区域要求：南山区一号线或九号线任意站点附近（距离地铁线500m左右），宝安区的话考虑宝体或者新安片区（在科技园附近最佳）,4.价格：3000-3500预算（不算水电），如果房间实在不错可以再加200左右,有房源的朋友们直接帖子回复哈，十分感谢,                  "	2020/3/7 23:37	"
    求租：南山或宝安中心区附近，一房一厅，预算3000-...
"	https://www.douban.com/group/topic/166993350/	https://www.douban.com/group/topic/166993350/
634	"                    ,1、地段：民治地铁站100米,2、户型有：单间、一房一厅、俩房,3、周边配套：各大银行、连锁超市、医院，生活，娱乐有去处,4、家私：桌子，椅子，沙发，席梦思，等所有日常用的到的都配齐！,5、家电：洗衣机，冰箱，热水器，吸烟机，空调等平时生活中用到的,家电皆有！,6、价位：一房一厅2280起,7、装修：都是按照宜家家居装修风格，保证我们年轻人的需求，住上,多久都感觉不会腻,8、特点：独立厨卫，超大阳台，可做饭，通风采光超好，性价比高，,连锁品牌公寓,微信:17645306172,                  "	2020/3/15 9:33	"
    个人转租！民治地铁100m
"	https://www.douban.com/group/topic/167778579/	https://www.douban.com/group/topic/167778579/
Lory呀	"                    ,因为公司搬到高新园 所以希望在附近租一个一室一厅的房子 离地铁站近,优先考虑：白石洲 深大 桃园 大新,预算在2500-3000,最好是个人直租,                  "	2020/3/10 13:13	"
    求租南山区一房一厅
"	https://www.douban.com/group/topic/167242109/	https://www.douban.com/group/topic/167242109/
豆友209164374	"                    ,在深大上班，求通勤时间在一小时内的房子，小区房，可以合租，需要有天然气，电梯房，简单装修都可以接受，预算3500左右，太贵的住不起。威新            w774913273,                  "	2020/1/15 8:09	"
    快过年了还能租到房吗？
"	https://www.douban.com/group/topic/163266618/	https://www.douban.com/group/topic/163266618/
zhao	"                    ,1、房间必须是标准一房一厅！（不是隔断间），安静，不要城中村，不要品牌公寓！要是楼下车水马龙或者邻里素质太差的房就不要推荐了。,2、房间要有阳台，有阳光，能晒衣服和被子。,3、要有厨房，最好是独立的，作为一对吃货情侣，每天都要做饭，要有燃气灶和油烟机（重点：用电磁炉的不考虑）。,4、有独立坐式马桶的洗手间（蹲式暂不考虑），如果是干湿分离的，那就再好不过啦~,5、家具齐全，至少床、冰箱、洗衣机这些要有。不喜欢带大件物品搬来搬去。,6、价格4200以内预算（不算水电）。,个人情况：情侣不养宠物，爱干净，爱做饭，需要安静的环境，搬迁时间在3月底。此贴长期有效~~~,7、接受房东直租或个人转租，不要中介，不要中介，不要中介。谢谢！,8、有合适房源请直接在帖子底下回复或私信我，请附上有房源描述和照片的链接，一目了然，不浪费彼此时间。实在没空一个个加微信再一个个问，这样我也容易混淆。谢谢大家帮助~,                  "	2020/3/12 12:39	"
    求租南头附近一室一厅，4000左右
"	https://www.douban.com/group/topic/167455761/	https://www.douban.com/group/topic/167455761/
